id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
30,15808849.0,Pinto,762.0,Spain,Male,32.0,1.0,0.0,2.0,1.0,1.0,161668.15,0.0
31,15718673.0,Echezonachukwu,744.0,France,Male,33.0,5.0,0.0,2.0,1.0,0.0,83052.03,0.0
32,15632263.0,Chidumaga,687.0,Spain,Male,40.0,6.0,0.0,2.0,1.0,1.0,112777.38,0.0
33,15680234.0,Frolov,696.0,France,Male,35.0,4.0,0.0,2.0,0.0,1.0,151481.86,0.0
34,15767894.0,Nnamutaezinwa,528.0,France,Female,37.0,5.0,0.0,2.0,1.0,0.0,83478.12,0.0
35,15585379.0,Chiang,596.0,France,Female,27.0,8.0,0.0,1.0,1.0,0.0,54776.64,0.0
36,15634896.0,Ch'en,558.0,Germany,Male,51.0,2.0,108166.09,2.0,1.0,1.0,19199.61,0.0
37,15717290.0,Ritchie,686.0,France,Male,35.0,1.0,0.0,2.0,1.0,1.0,52319.26,0.0
38,15809847.0,Wright,678.0,France,Female,32.0,8.0,164852.89,1.0,1.0,1.0,142911.99,0.0
39,15572390.0,McIntosh,729.0,Germany,Female,42.0,7.0,116465.53,1.0,1.0,0.0,105599.65,1.0
40,15572762.0,P'eng,554.0,France,Female,32.0,7.0,0.0,1.0,1.0,0.0,183682.09,0.0
41,15758031.0,Chiemela,581.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,72375.03,0.0
42,15814032.0,Lucciano,706.0,France,Male,21.0,4.0,0.0,2.0,1.0,1.0,52314.71,0.0
43,15573319.0,Y?an,628.0,Spain,Male,40.0,2.0,0.0,2.0,1.0,0.0,179866.01,0.0
44,15638494.0,Maclean,633.0,France,Female,46.0,5.0,0.0,4.0,1.0,0.0,114775.53,1.0
45,15733661.0,Chukwubuikem,749.0,France,Female,34.0,3.0,0.0,2.0,1.0,0.0,75927.35,0.0
46,15778936.0,P'eng,582.0,France,Female,36.0,2.0,0.0,2.0,1.0,0.0,177834.79,0.0
47,15596710.0,Chukwuemeka,642.0,Germany,Male,33.0,5.0,102788.53,2.0,1.0,0.0,145558.42,0.0
48,15641733.0,Onwuamaeze,821.0,France,Male,28.0,4.0,0.0,2.0,0.0,1.0,131736.23,0.0
49,15658716.0,Folliero,548.0,France,Male,37.0,10.0,0.0,2.0,1.0,0.0,180197.74,0.0
50,15702571.0,Pagnotto,648.0,Germany,Male,38.0,4.0,152799.55,1.0,1.0,1.0,175795.87,0.0
51,15599860.0,Lu,674.0,France,Male,46.0,9.0,0.0,1.0,1.0,0.0,93820.49,1.0
52,15731865.0,Lo Duca,716.0,France,Male,31.0,4.0,0.0,2.0,1.0,0.0,121866.87,0.0
53,15642069.0,K?,654.0,France,Male,33.0,5.0,0.0,2.0,0.0,0.0,171345.02,0.0
54,15702430.0,Maclean,720.0,France,Male,29.0,7.0,0.0,2.0,1.0,1.0,114072.91,0.0
55,15642099.0,Dyer,721.0,France,Female,32.0,7.0,0.0,2.0,1.0,1.0,135077.01,0.0
56,15574071.0,P'eng,749.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,115611.97,0.0
57,15667620.0,Mazzi,641.0,Germany,Male,32.0,4.0,117271.8,2.0,1.0,1.0,120107.1,0.0
58,15648766.0,Onyemauchechukwu,641.0,Germany,Female,26.0,5.0,98630.31,1.0,1.0,1.0,147040.25,1.0
59,15745375.0,Eames,652.0,France,Female,50.0,7.0,101675.22,4.0,1.0,1.0,63737.19,1.0
60,15593555.0,Hsieh,741.0,Spain,Male,40.0,1.0,0.0,2.0,1.0,0.0,121138.77,1.0
61,15671097.0,Ma,583.0,France,Female,36.0,6.0,0.0,2.0,1.0,0.0,126561.07,0.0
62,15685576.0,Hao,662.0,Spain,Male,36.0,5.0,0.0,2.0,1.0,0.0,146636.44,0.0
63,15589475.0,Horsley,592.0,Spain,Male,40.0,8.0,131834.76,1.0,1.0,1.0,142903.44,0.0
64,15732299.0,Mazzi,585.0,Spain,Female,47.0,7.0,0.0,2.0,0.0,0.0,90876.95,0.0
65,15637315.0,Hsiung,586.0,France,Male,33.0,6.0,0.0,2.0,1.0,1.0,166677.54,0.0
66,15758856.0,Zaitsev,554.0,France,Female,50.0,1.0,0.0,1.0,1.0,0.0,143681.83,1.0
67,15797767.0,Tien,694.0,Spain,Male,42.0,3.0,141927.1,1.0,1.0,0.0,98820.09,0.0
68,15717706.0,Maclean,712.0,France,Female,49.0,9.0,146580.69,1.0,1.0,1.0,49865.04,1.0
69,15664896.0,Ulyanova,686.0,Germany,Female,59.0,9.0,106088.59,1.0,0.0,0.0,119969.99,1.0
70,15691808.0,Biryukov,756.0,Spain,Male,36.0,7.0,0.0,2.0,0.0,1.0,114448.77,0.0
71,15731669.0,L?,718.0,France,Female,35.0,1.0,0.0,2.0,1.0,1.0,103557.85,0.0
72,15643908.0,T'ang,589.0,France,Female,48.0,8.0,0.0,1.0,0.0,0.0,90162.35,1.0
73,15659949.0,Lo Duca,684.0,France,Male,40.0,9.0,0.0,1.0,1.0,1.0,138743.86,0.0
74,15664793.0,Aparicio,805.0,France,Male,42.0,10.0,0.0,1.0,1.0,1.0,157564.75,0.0
75,15650437.0,Shao,718.0,France,Female,28.0,10.0,138878.81,1.0,1.0,1.0,110230.4,0.0
76,15702293.0,Ugoji,730.0,France,Male,37.0,5.0,0.0,1.0,1.0,1.0,80130.54,0.0
77,15592979.0,Chikwado,573.0,France,Male,43.0,9.0,0.0,2.0,1.0,1.0,71173.64,0.0
78,15607314.0,Chukwudi,699.0,Spain,Male,29.0,5.0,0.0,2.0,1.0,1.0,63737.19,0.0
79,15640852.0,Tuan,582.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,131647.31,0.0
80,15690925.0,Hsing,498.0,France,Female,36.0,3.0,0.0,2.0,1.0,0.0,27380.99,0.0
81,15637690.0,Hsueh,584.0,France,Male,38.0,5.0,0.0,2.0,1.0,0.0,64448.36,0.0
82,15594720.0,Chien,773.0,France,Female,48.0,8.0,103421.91,1.0,1.0,1.0,102547.02,0.0
83,15603319.0,Maclean,656.0,France,Male,36.0,1.0,0.0,2.0,1.0,0.0,100995.68,0.0
84,15646615.0,Kijindum,572.0,Spain,Female,45.0,2.0,0.0,2.0,1.0,0.0,173495.77,0.0
85,15624595.0,Hsueh,605.0,Spain,Female,40.0,9.0,137847.41,1.0,1.0,0.0,199661.5,1.0
86,15731543.0,Ts'ui,653.0,France,Female,39.0,5.0,0.0,2.0,0.0,1.0,180329.83,0.0
87,15627395.0,K?,689.0,France,Male,40.0,5.0,0.0,1.0,1.0,0.0,138380.11,0.0
88,15733883.0,Nwebube,684.0,Spain,Male,51.0,1.0,107787.47,1.0,1.0,0.0,85983.54,1.0
89,15694510.0,Nwokezuike,695.0,Spain,Male,25.0,8.0,0.0,1.0,0.0,1.0,101839.77,0.0
90,15803526.0,Hsieh,690.0,France,Male,29.0,6.0,119278.01,2.0,1.0,0.0,133580.75,0.0
91,15747591.0,Palerma,659.0,France,Male,33.0,8.0,0.0,2.0,1.0,1.0,73686.75,0.0
92,15697020.0,Pirozzi,586.0,Spain,Female,33.0,6.0,0.0,1.0,0.0,1.0,120853.85,1.0
93,15758023.0,Oguejiofor,639.0,France,Male,32.0,6.0,0.0,2.0,1.0,0.0,61792.76,0.0
94,15676519.0,Chialuka,686.0,France,Female,51.0,2.0,0.0,1.0,1.0,1.0,115818.51,1.0
95,15776947.0,Chukwueloka,553.0,Germany,Male,45.0,5.0,137864.3,1.0,1.0,0.0,152880.99,1.0
96,15737408.0,Chukwufumnanya,684.0,France,Male,55.0,1.0,74896.92,1.0,1.0,0.0,56794.73,1.0
97,15660144.0,Zetticci,752.0,France,Male,32.0,4.0,0.0,2.0,1.0,1.0,91844.14,0.0
98,15701062.0,Zuyeva,689.0,France,Male,49.0,9.0,0.0,2.0,0.0,0.0,70849.47,0.0
99,15777076.0,Whitehead,619.0,France,Female,42.0,6.0,0.0,2.0,0.0,1.0,93820.49,0.0
100,15776595.0,Chien,683.0,France,Male,30.0,4.0,92887.06,1.0,0.0,0.0,135034.43,0.0
101,15583076.0,Onyekachi,553.0,France,Female,64.0,2.0,0.0,1.0,1.0,1.0,111346.22,0.0
102,15655436.0,Pinto,710.0,France,Female,39.0,7.0,0.0,2.0,1.0,0.0,138881.04,0.0
103,15605037.0,Mironova,744.0,Germany,Female,48.0,10.0,170840.08,1.0,1.0,1.0,56787.8,1.0
104,15781574.0,Macrossan,593.0,Germany,Male,45.0,9.0,122789.69,1.0,1.0,0.0,172668.39,1.0
105,15782530.0,Ch'in,634.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,86927.53,0.0
106,15775709.0,Liao,521.0,Germany,Female,35.0,10.0,151226.98,1.0,1.0,1.0,79881.39,0.0
107,15811762.0,Chu,689.0,Spain,Male,34.0,2.0,0.0,2.0,0.0,1.0,55601.44,0.0
108,15710408.0,Trevisani,607.0,France,Male,20.0,7.0,97324.91,1.0,1.0,0.0,151581.79,0.0
109,15645463.0,Olisanugo,598.0,France,Female,40.0,1.0,0.0,1.0,1.0,0.0,124489.88,1.0
110,15771543.0,Tuan,850.0,France,Female,32.0,8.0,0.0,2.0,1.0,1.0,76510.46,0.0
111,15704763.0,Chukwujamuike,590.0,France,Male,34.0,10.0,0.0,2.0,0.0,0.0,75664.56,0.0
112,15766066.0,Ch'eng,757.0,Spain,Male,36.0,9.0,0.0,2.0,1.0,0.0,129892.93,0.0
113,15782563.0,Kao,651.0,France,Male,34.0,7.0,0.0,1.0,1.0,1.0,74846.67,0.0
114,15778947.0,T'ien,656.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,171519.06,0.0
115,15622443.0,Skelton,703.0,Germany,Male,56.0,8.0,96947.58,1.0,1.0,0.0,123860.83,1.0
116,15632263.0,Illingworth,765.0,France,Female,33.0,6.0,0.0,2.0,1.0,0.0,97627.49,0.0
117,15732266.0,DeRose,703.0,France,Male,34.0,7.0,121558.11,1.0,0.0,1.0,177655.68,0.0
118,15649420.0,Nnamdi,712.0,France,Male,43.0,1.0,0.0,2.0,0.0,1.0,48644.94,0.0
119,15746199.0,Ch'ien,705.0,Spain,Female,38.0,5.0,0.0,1.0,0.0,0.0,141075.51,0.0
120,15723263.0,Walker,813.0,Spain,Female,32.0,6.0,129729.64,1.0,0.0,1.0,136610.02,0.0
121,15756918.0,Pinto,757.0,France,Male,38.0,8.0,0.0,2.0,0.0,0.0,152499.8,0.0
122,15729771.0,Shih,755.0,France,Female,41.0,10.0,0.0,2.0,1.0,1.0,68400.14,1.0
123,15765806.0,Ting,642.0,France,Male,34.0,3.0,125842.9,1.0,1.0,0.0,184980.23,0.0
124,15706799.0,Trevisani,447.0,Germany,Male,38.0,4.0,111063.85,1.0,1.0,1.0,56875.76,0.0
125,15634262.0,Fancher,593.0,France,Female,38.0,9.0,0.0,2.0,1.0,0.0,162599.51,0.0
126,15673929.0,Ts'ai,645.0,France,Male,31.0,2.0,0.0,2.0,1.0,1.0,163550.58,0.0
127,15687310.0,Hsia,678.0,Spain,Female,52.0,6.0,0.0,1.0,1.0,0.0,174971.64,1.0
128,15572728.0,Chien,679.0,France,Male,31.0,2.0,0.0,2.0,1.0,0.0,164064.44,0.0
129,15799720.0,Yobachukwu,682.0,Germany,Female,39.0,2.0,140720.92,2.0,0.0,0.0,134794.02,0.0
130,15806926.0,P'an,684.0,Spain,Male,41.0,1.0,118989.92,1.0,1.0,1.0,48640.77,0.0
131,15727251.0,Chinweike,748.0,Germany,Male,56.0,3.0,102955.14,1.0,1.0,0.0,62370.67,1.0
132,15586039.0,Tien,812.0,France,Male,29.0,4.0,0.0,2.0,1.0,0.0,75884.65,0.0
133,15631222.0,Hs?,695.0,France,Female,25.0,6.0,0.0,1.0,1.0,1.0,90878.13,0.0
134,15586522.0,Chidiebele,579.0,Spain,Female,41.0,7.0,0.0,2.0,1.0,1.0,142223.94,0.0
135,15792388.0,L?,629.0,Spain,Female,43.0,7.0,0.0,2.0,1.0,0.0,103372.79,0.0
136,15641715.0,Hsia,726.0,France,Male,46.0,5.0,106486.66,1.0,1.0,1.0,131281.29,1.0
137,15653784.0,Shao,584.0,France,Female,42.0,10.0,0.0,2.0,1.0,0.0,66586.56,0.0
138,15583033.0,Hsing,619.0,Germany,Female,44.0,1.0,136525.99,1.0,1.0,0.0,145765.83,1.0
139,15766374.0,Lettiere,594.0,Germany,Female,62.0,6.0,104944.1,1.0,1.0,0.0,134794.02,1.0
140,15570087.0,Tseng,634.0,France,Male,42.0,1.0,99835.17,1.0,1.0,1.0,72993.67,1.0
141,15657535.0,Chukwujekwu,769.0,France,Female,45.0,5.0,0.0,1.0,1.0,0.0,151822.66,0.0
142,15751455.0,Shao,648.0,Spain,Male,30.0,8.0,0.0,2.0,0.0,0.0,161845.81,0.0
143,15654964.0,Obiajulu,726.0,Germany,Male,43.0,7.0,155739.76,1.0,1.0,1.0,48553.77,0.0
144,15692991.0,Rowntree,613.0,France,Female,33.0,5.0,0.0,2.0,0.0,0.0,141210.5,0.0
145,15804787.0,Hsiao,599.0,Germany,Male,40.0,2.0,141789.15,2.0,1.0,0.0,9241.83,0.0
146,15568487.0,Aitken,708.0,Spain,Female,28.0,7.0,0.0,2.0,1.0,1.0,96961.0,0.0
147,15806918.0,Chukwudi,730.0,France,Male,41.0,2.0,0.0,2.0,1.0,0.0,132480.75,0.0
148,15665088.0,Fiorentini,727.0,France,Male,33.0,2.0,129901.21,1.0,0.0,0.0,74898.8,0.0
149,15588928.0,Yefremova,672.0,Spain,Male,48.0,7.0,0.0,2.0,1.0,0.0,93769.89,1.0
150,15583033.0,Y?an,700.0,Germany,Female,45.0,4.0,117337.54,2.0,0.0,0.0,143681.83,1.0
151,15680197.0,Ting,663.0,Germany,Female,40.0,1.0,120107.56,2.0,1.0,1.0,168008.17,1.0
152,15694879.0,Whitehead,762.0,France,Female,27.0,9.0,0.0,2.0,0.0,0.0,87985.2,0.0
153,15682355.0,Nwokezuike,574.0,Germany,Male,30.0,2.0,141581.73,2.0,0.0,0.0,159891.03,0.0
154,15607990.0,Hsing,571.0,Spain,Female,48.0,3.0,0.0,3.0,1.0,0.0,87060.77,1.0
155,15583595.0,Pugh,707.0,Spain,Female,25.0,8.0,113657.83,1.0,0.0,1.0,173365.9,0.0
156,15613197.0,Kao,656.0,Germany,Female,43.0,9.0,102556.18,1.0,1.0,0.0,103608.06,1.0
157,15756901.0,Chibueze,637.0,Germany,Male,57.0,8.0,98266.3,2.0,0.0,1.0,63717.49,0.0
158,15665521.0,Martin,646.0,Germany,Male,53.0,6.0,140137.15,1.0,1.0,0.0,107876.2,1.0
159,15650288.0,Chizoba,629.0,France,Male,38.0,3.0,82531.11,1.0,0.0,1.0,162763.01,1.0
160,15684548.0,Ch'ang,758.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,196257.67,0.0
161,15641794.0,Hao,602.0,France,Female,30.0,5.0,0.0,2.0,0.0,1.0,176780.39,0.0
162,15598883.0,Toscani,653.0,France,Male,36.0,7.0,137761.55,1.0,0.0,1.0,110405.9,0.0
163,15670343.0,Nwabugwu,641.0,France,Male,28.0,5.0,0.0,2.0,0.0,0.0,122949.71,0.0
164,15774857.0,Pirozzi,684.0,Germany,Female,39.0,3.0,133970.09,1.0,1.0,0.0,77951.8,1.0
165,15576680.0,Nkemakolam,648.0,France,Female,40.0,7.0,0.0,2.0,1.0,1.0,104723.88,0.0
166,15723008.0,P'eng,638.0,France,Male,27.0,8.0,0.0,2.0,0.0,1.0,180344.69,0.0
167,15583090.0,Ch'en,748.0,France,Female,33.0,7.0,0.0,1.0,1.0,0.0,102908.91,0.0
168,15642709.0,Chinagorom,708.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,84760.32,0.0
169,15629677.0,Ejimofor,582.0,Germany,Female,46.0,9.0,108738.92,1.0,1.0,0.0,54676.1,1.0
170,15733705.0,Lucchesi,585.0,France,Male,23.0,9.0,0.0,2.0,1.0,1.0,109355.73,0.0
171,15752631.0,Nnaife,679.0,Spain,Male,34.0,9.0,0.0,2.0,1.0,1.0,113481.02,0.0
172,15776850.0,Lu,663.0,France,Male,33.0,9.0,0.0,2.0,1.0,0.0,149184.15,0.0
173,15715199.0,Scott,585.0,France,Female,31.0,2.0,123070.89,1.0,1.0,1.0,102763.69,0.0
174,15657778.0,Shih,614.0,France,Male,41.0,8.0,0.0,2.0,0.0,1.0,152956.33,0.0
175,15700854.0,Ku,609.0,France,Male,50.0,7.0,0.0,1.0,1.0,0.0,85891.02,1.0
176,15798885.0,O'Brien,677.0,France,Male,40.0,8.0,0.0,1.0,1.0,1.0,97910.06,0.0
177,15722072.0,Tien,633.0,France,Female,33.0,10.0,145219.3,1.0,1.0,0.0,171060.01,0.0
178,15750055.0,Onwuka,695.0,Spain,Male,28.0,5.0,0.0,2.0,1.0,1.0,94734.13,0.0
179,15734765.0,Chigolum,582.0,Spain,Female,42.0,1.0,124532.4,1.0,1.0,0.0,79972.09,0.0
180,15657779.0,McDavid,624.0,France,Female,43.0,8.0,0.0,1.0,1.0,0.0,135088.58,1.0
181,15724154.0,Akabueze,605.0,Spain,Male,36.0,8.0,0.0,2.0,1.0,0.0,162703.0,0.0
182,15589210.0,Chinedum,571.0,France,Female,33.0,6.0,0.0,2.0,1.0,0.0,169920.92,0.0
183,15583580.0,Genovese,657.0,France,Male,45.0,8.0,0.0,2.0,1.0,0.0,173912.29,0.0
184,15641733.0,Lucchesi,850.0,France,Male,37.0,10.0,0.0,2.0,1.0,0.0,102076.02,0.0
185,15687540.0,Ch'ien,727.0,France,Female,43.0,9.0,0.0,1.0,1.0,1.0,122899.01,0.0
186,15607098.0,O'Brien,769.0,France,Female,35.0,1.0,0.0,2.0,1.0,0.0,136079.64,0.0
187,15773098.0,Nwokezuike,565.0,Germany,Female,42.0,6.0,133801.49,1.0,1.0,0.0,101491.23,1.0
188,15669945.0,Niu,729.0,France,Female,35.0,3.0,0.0,1.0,1.0,0.0,105986.01,1.0
189,15709987.0,Trevisani,652.0,France,Male,33.0,4.0,123217.42,1.0,1.0,0.0,161076.92,0.0
190,15626452.0,Yobanna,850.0,Germany,Male,43.0,3.0,110993.79,2.0,1.0,1.0,138527.56,0.0
191,15726676.0,T'ien,645.0,France,Female,32.0,4.0,0.0,2.0,1.0,1.0,103799.77,0.0
192,15573456.0,Yobanna,741.0,France,Female,34.0,8.0,0.0,2.0,1.0,1.0,9087.81,0.0
193,15681083.0,Ibeamaka,651.0,Spain,Female,40.0,8.0,0.0,2.0,1.0,0.0,160529.71,0.0
194,15812917.0,Zikoranachidimma,640.0,France,Female,59.0,5.0,0.0,3.0,1.0,0.0,79792.3,1.0
195,15658969.0,Ponomaryov,717.0,Spain,Male,40.0,2.0,0.0,2.0,1.0,1.0,94670.77,0.0
196,15788118.0,Chukwuemeka,722.0,Spain,Female,36.0,4.0,0.0,2.0,0.0,1.0,120830.73,0.0
197,15666816.0,Ugoji,753.0,Spain,Male,26.0,6.0,0.0,1.0,1.0,0.0,156787.34,0.0
198,15785519.0,Chukwuebuka,604.0,Germany,Male,26.0,5.0,127660.46,2.0,1.0,0.0,45418.12,1.0
199,15647800.0,Pinto,649.0,Germany,Male,33.0,5.0,106854.21,2.0,1.0,1.0,181204.5,0.0
200,15589563.0,Ch'ang,589.0,France,Male,47.0,9.0,109052.59,1.0,0.0,0.0,137079.86,1.0
201,15796721.0,Lo Duca,667.0,France,Male,39.0,2.0,0.0,1.0,1.0,0.0,103713.93,0.0
202,15663921.0,Tsao,719.0,France,Female,32.0,7.0,0.0,2.0,1.0,0.0,44205.95,0.0
203,15770091.0,Hsiung,725.0,Spain,Male,28.0,10.0,0.0,2.0,1.0,1.0,86587.35,0.0
204,15697042.0,Ch'ien,671.0,France,Female,27.0,7.0,0.0,2.0,1.0,0.0,65765.22,0.0
205,15579566.0,P'eng,731.0,Germany,Female,36.0,8.0,51116.26,2.0,1.0,1.0,124592.83,0.0
206,15681671.0,Nwabugwu,588.0,France,Female,23.0,8.0,0.0,2.0,0.0,1.0,112366.98,0.0
207,15777784.0,Fanucci,576.0,Spain,Female,30.0,3.0,0.0,2.0,1.0,1.0,93835.64,0.0
208,15793317.0,Chiedozie,699.0,France,Male,27.0,3.0,0.0,2.0,1.0,0.0,119127.06,0.0
209,15657747.0,Chukwudi,643.0,France,Female,41.0,2.0,0.0,2.0,0.0,1.0,116442.42,0.0
210,15624781.0,Ch'in,521.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,128841.31,0.0
211,15652999.0,Hsueh,626.0,Spain,Male,47.0,3.0,0.0,1.0,1.0,1.0,103760.53,1.0
212,15571869.0,White,803.0,France,Female,38.0,6.0,0.0,2.0,1.0,1.0,124626.57,0.0
213,15621457.0,McNeill,611.0,France,Male,28.0,9.0,0.0,2.0,1.0,0.0,145765.83,0.0
214,15619343.0,Hsueh,561.0,Spain,Female,47.0,4.0,166070.48,3.0,0.0,1.0,167066.95,1.0
215,15684198.0,Hsueh,602.0,Germany,Female,40.0,5.0,90826.27,1.0,1.0,0.0,71926.28,1.0
216,15636572.0,Ch'ien,756.0,Spain,Female,40.0,2.0,0.0,1.0,1.0,0.0,152290.28,1.0
217,15754574.0,Manna,669.0,France,Male,31.0,9.0,0.0,2.0,1.0,1.0,182718.25,0.0
218,15651581.0,Hsieh,556.0,France,Female,61.0,4.0,129748.54,1.0,0.0,0.0,173784.04,1.0
219,15730397.0,Hsiung,850.0,Germany,Male,40.0,7.0,134590.53,1.0,1.0,1.0,99800.87,0.0
220,15589431.0,Chukwujamuike,705.0,France,Female,44.0,10.0,0.0,1.0,1.0,0.0,109291.39,0.0
221,15787693.0,T'ao,695.0,Germany,Male,42.0,7.0,121863.61,1.0,1.0,1.0,57904.22,0.0
222,15687094.0,Ch'iu,635.0,France,Female,38.0,5.0,97764.41,1.0,1.0,0.0,59115.77,0.0
223,15646563.0,Nkemdirim,746.0,Germany,Male,30.0,7.0,104498.79,1.0,1.0,1.0,166440.32,0.0
224,15683416.0,Nwankwo,678.0,France,Female,47.0,6.0,0.0,1.0,1.0,0.0,181694.44,1.0
225,15610147.0,Chidumaga,721.0,Spain,Male,37.0,6.0,0.0,2.0,1.0,0.0,116097.26,0.0
226,15621629.0,Ting,712.0,France,Male,41.0,4.0,0.0,1.0,1.0,0.0,80582.11,0.0
227,15656917.0,Yobachi,699.0,France,Male,30.0,6.0,0.0,2.0,1.0,1.0,131710.59,0.0
228,15752831.0,Maughan,619.0,France,Male,42.0,4.0,0.0,2.0,0.0,1.0,181757.19,0.0
229,15704910.0,Ch'en,485.0,Germany,Female,41.0,6.0,121647.31,3.0,1.0,0.0,176750.81,1.0
230,15738884.0,Ts'ui,551.0,France,Female,39.0,4.0,0.0,1.0,1.0,1.0,71829.34,0.0
231,15664754.0,Brown,579.0,Germany,Female,30.0,6.0,149989.39,1.0,1.0,1.0,46811.77,0.0
232,15771473.0,Hs?,838.0,France,Female,37.0,5.0,51522.75,1.0,1.0,1.0,60920.03,0.0
233,15798964.0,Lu,681.0,France,Male,27.0,3.0,0.0,2.0,1.0,1.0,73562.05,0.0
234,15770498.0,Lo,632.0,Spain,Male,52.0,5.0,0.0,1.0,1.0,0.0,121798.52,1.0
235,15779627.0,Hsueh,593.0,France,Female,46.0,7.0,0.0,1.0,1.0,0.0,187929.43,1.0
236,15687634.0,Hsiung,508.0,France,Male,34.0,0.0,0.0,2.0,0.0,1.0,89289.54,0.0
237,15761047.0,Gebhart,655.0,France,Male,37.0,0.0,0.0,2.0,0.0,0.0,65720.92,0.0
238,15699252.0,Golubev,537.0,France,Male,37.0,5.0,0.0,1.0,1.0,0.0,93524.19,0.0
239,15667934.0,Babbage,707.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,103914.4,0.0
240,15775293.0,K?,639.0,Germany,Female,37.0,7.0,155059.1,4.0,1.0,1.0,158845.49,0.0
241,15681409.0,McLean,592.0,France,Male,59.0,4.0,0.0,2.0,1.0,0.0,179521.24,1.0
242,15706021.0,L?,673.0,Spain,Male,35.0,6.0,0.0,2.0,1.0,1.0,170195.4,0.0
